"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000252149",6,3,14,5,5,13,9,4
"ENSG00000252150",2,2,2,1,4,1,2,1
"ENSG00000252153",0,0,0,0,0,1,0,0
"ENSG00000252157",0,0,0,0,0,0,0,1
"ENSG00000252164",1,0,0,0,0,0,0,0
"ENSG00000252171",0,0,0,0,1,0,0,0
"ENSG00000252172",1,0,0,2,0,0,2,1
"ENSG00000252174",0,1,0,0,0,0,0,0
"ENSG00000252175",0,0,0,0,0,0,1,0
"ENSG00000252192",2,1,3,1,1,4,1,1
"ENSG00000252201",0,0,0,0,0,1,0,0
"ENSG00000252202",1,0,2,1,0,1,0,1
"ENSG00000252206",1,4,2,0,2,1,0,0
"ENSG00000252209",1,0,0,0,1,0,0,0
"ENSG00000252211",0,1,0,0,0,0,0,0
"ENSG00000252212",0,1,0,0,0,0,0,0
"ENSG00000252213",0,0,0,0,0,1,0,1
"ENSG00000252217",0,0,0,0,0,1,0,0
"ENSG00000252218",0,0,1,0,0,0,1,0
"ENSG00000252222",0,0,0,0,0,0,1,0
"ENSG00000252230",0,0,0,0,0,1,0,0
"ENSG00000252234",0,0,1,0,0,0,0,0
"ENSG00000252244",0,1,1,1,0,0,0,1
"ENSG00000252245",0,0,1,0,0,0,0,0
"ENSG00000252246",0,0,0,0,0,1,0,0
"ENSG00000252254",0,1,0,1,0,1,0,0
"ENSG00000252255",0,0,0,0,0,1,0,0
"ENSG00000252269",0,0,0,0,1,0,1,1
"ENSG00000252274",1,1,0,0,1,0,0,0
"ENSG00000252277",0,0,0,0,1,0,0,0
"ENSG00000252295",0,1,0,0,0,0,0,0
"ENSG00000252305",1,0,0,0,0,0,0,0
"ENSG00000252310",1,0,0,0,0,0,0,0
"ENSG00000252311",0,0,1,0,1,0,1,0
"ENSG00000252316",0,0,0,1,0,0,0,0
"ENSG00000252317",0,0,0,0,0,1,0,0
"ENSG00000252327",0,0,0,1,0,0,0,0
"ENSG00000252328",0,1,4,3,5,4,2,1
"ENSG00000252329",0,0,0,0,0,2,0,0
"ENSG00000252333",0,0,0,0,1,0,0,0
"ENSG00000252334",0,0,1,0,0,0,0,0
"ENSG00000252335",2,2,1,0,0,0,0,0
"ENSG00000252355",0,1,0,0,0,1,3,0
"ENSG00000252361",0,0,1,0,2,1,1,0
"ENSG00000252363",0,0,0,0,2,0,0,0
"ENSG00000252378",0,0,0,0,0,1,0,0
"ENSG00000252383",0,0,1,0,0,0,0,0
"ENSG00000252390",0,0,0,0,1,0,0,0
"ENSG00000252391",1,0,1,0,0,0,0,0
"ENSG00000252410",0,1,3,0,0,3,0,1
"ENSG00000252412",2,1,3,1,1,4,2,10
"ENSG00000252414",1,0,0,1,1,0,2,0
"ENSG00000252419",12,6,7,5,14,13,7,8
"ENSG00000252441",0,0,0,0,0,0,0,3
"ENSG00000252447",17,9,11,8,20,15,19,13
"ENSG00000252448",1,0,1,1,1,1,5,2
"ENSG00000252456",0,0,0,1,0,1,0,0
"ENSG00000252464",3,6,4,2,5,6,5,3
"ENSG00000252469",0,2,2,0,0,1,0,3
"ENSG00000252473",0,1,3,0,3,3,1,3
"ENSG00000252478",0,0,0,0,2,0,0,1
"ENSG00000252481",5,7,1,5,2,3,3,3
"ENSG00000252494",0,1,0,0,3,1,1,1
"ENSG00000252496",0,0,1,0,0,1,0,0
"ENSG00000252498",3,2,11,3,10,5,4,7
"ENSG00000252503",2,5,1,0,4,0,4,2
"ENSG00000252504",0,0,0,0,0,0,0,1
"ENSG00000252512",0,0,0,0,0,0,0,1
"ENSG00000252515",1,1,0,0,0,0,0,0
"ENSG00000252516",6,1,5,1,3,2,1,1
"ENSG00000252537",0,0,1,0,0,0,0,0
"ENSG00000252539",0,0,0,0,1,0,0,0
"ENSG00000252546",0,0,1,0,0,0,0,0
"ENSG00000252548",1,0,0,0,0,0,0,0
"ENSG00000252549",0,0,0,0,0,2,0,0
"ENSG00000252552",1,0,0,0,0,0,0,1
"ENSG00000252554",0,0,0,1,0,0,0,0
"ENSG00000252577",0,0,0,0,0,1,0,0
"ENSG00000252578",0,0,0,0,0,0,0,1
"ENSG00000252581",0,0,1,1,0,0,0,1
"ENSG00000252585",1,1,1,0,0,0,0,0
"ENSG00000252598",0,0,0,0,0,1,0,0
"ENSG00000252602",0,0,0,0,0,1,0,1
"ENSG00000252608",0,1,1,0,0,0,0,0
"ENSG00000252611",0,1,0,0,1,0,0,0
"ENSG00000252612",0,0,1,1,0,1,0,0
"ENSG00000252614",0,1,1,1,2,0,0,1
"ENSG00000252620",2,2,0,0,0,0,3,0
"ENSG00000252627",0,0,0,0,0,1,0,0
"ENSG00000252637",2,1,0,0,3,1,0,0
"ENSG00000252639",0,0,0,0,0,0,0,1
"ENSG00000252641",1,3,1,1,2,1,0,0
"ENSG00000252643",0,0,0,1,0,0,0,0
"ENSG00000252645",22,30,22,28,26,36,41,12
"ENSG00000252648",0,0,0,2,0,0,0,0
"ENSG00000252652",1,0,0,0,0,2,0,0
"ENSG00000252656",0,0,0,0,1,1,0,0
"ENSG00000252657",0,0,0,0,1,0,0,0
"ENSG00000252658",1,0,0,0,2,0,0,0
"ENSG00000252672",0,0,1,1,0,1,0,1
"ENSG00000252679",0,0,0,0,0,1,0,0
"ENSG00000252690",5,4,5,4,4,8,6,2
"ENSG00000252719",0,1,0,0,0,0,0,0
"ENSG00000252743",0,0,4,2,0,3,2,3
"ENSG00000252747",0,0,0,0,0,0,1,0
"ENSG00000252753",0,0,1,0,0,0,0,0
"ENSG00000252754",6,3,15,6,5,13,9,4
"ENSG00000252755",0,1,0,2,3,5,1,1
"ENSG00000252756",0,0,2,0,1,0,0,0
"ENSG00000252759",2,0,2,0,1,1,2,1
"ENSG00000252766",0,0,1,0,0,0,0,0
"ENSG00000252768",0,2,2,0,1,1,1,1
"ENSG00000252782",0,0,0,0,0,1,1,0
"ENSG00000252787",0,0,0,0,2,0,0,0
"ENSG00000252790",0,1,0,0,0,0,0,0
"ENSG00000252792",0,0,1,0,0,0,1,0
"ENSG00000252796",0,0,0,0,0,1,0,0
"ENSG00000252797",0,0,0,0,1,0,0,0
"ENSG00000252805",0,0,1,0,0,0,0,0
"ENSG00000252808",0,0,0,0,0,0,0,1
"ENSG00000252817",3,5,8,2,12,4,1,6
"ENSG00000252821",0,0,2,1,0,2,0,0
"ENSG00000252824",1,0,0,0,0,0,0,0
"ENSG00000252827",4,1,5,0,4,5,0,6
"ENSG00000252835",1,1,0,1,1,0,0,1
"ENSG00000252838",0,1,1,0,0,0,2,0
"ENSG00000252841",0,1,0,0,0,0,0,0
"ENSG00000252842",0,0,1,0,0,0,0,0
"ENSG00000252847",0,0,0,1,2,1,2,0
"ENSG00000252855",0,0,0,0,1,0,0,0
"ENSG00000252865",0,1,0,0,0,0,0,0
"ENSG00000252873",0,0,1,0,0,0,0,0
"ENSG00000252874",1,0,0,0,0,1,0,0
"ENSG00000252892",0,0,0,0,0,0,0,1
"ENSG00000252895",0,0,0,1,0,0,1,0
"ENSG00000252898",0,0,0,0,1,2,0,0
"ENSG00000252904",0,0,0,0,1,0,0,0
"ENSG00000252915",0,2,2,1,1,0,0,0
"ENSG00000252916",2,2,1,2,1,3,0,0
"ENSG00000252919",1,0,0,1,0,0,1,0
"ENSG00000252925",4,5,7,2,10,8,4,1
"ENSG00000252933",0,1,0,0,1,3,1,1
"ENSG00000252935",0,0,0,0,0,1,0,0
"ENSG00000252942",0,0,0,0,3,1,1,2
"ENSG00000252944",0,0,1,0,0,0,1,0
"ENSG00000252947",0,0,0,0,0,0,1,0
"ENSG00000252949",0,0,1,1,0,0,0,0
"ENSG00000252950",1,0,1,0,0,1,0,0
"ENSG00000252951",0,1,0,0,0,0,0,0
"ENSG00000252965",2,1,2,2,1,1,0,1
"ENSG00000252972",0,0,0,0,0,3,0,0
"ENSG00000252981",4,2,0,1,1,2,1,3
"ENSG00000252986",0,0,0,0,0,2,0,0
"ENSG00000252993",0,0,0,0,0,0,0,1
"ENSG00000252994",0,0,0,0,1,0,0,0
"ENSG00000253008",0,0,0,0,0,0,1,0
"ENSG00000253014",0,0,1,0,0,0,0,0
"ENSG00000253015",0,1,0,0,0,0,0,0
"ENSG00000253024",0,1,0,0,0,0,0,2
"ENSG00000253030",0,1,1,0,0,3,0,1
"ENSG00000253037",0,0,1,0,0,1,0,0
"ENSG00000253047",1,0,0,0,3,0,1,1
"ENSG00000253051",9,8,5,2,3,10,3,8
"ENSG00000253054",0,0,0,0,0,0,0,1
"ENSG00000253057",0,0,0,0,0,0,1,0
"ENSG00000253070",0,0,1,0,0,0,0,0
"ENSG00000253076",0,0,0,0,0,1,0,0
"ENSG00000253084",0,2,1,0,0,2,0,0
"ENSG00000253086",1,0,0,0,0,0,0,0
"ENSG00000253092",1,0,0,0,0,2,0,0
"ENSG00000253102",2,1,2,4,3,1,0,4
"ENSG00000253105",0,0,1,0,0,0,0,1
"ENSG00000253106",36,35,46,40,42,50,46,32
"ENSG00000253112",0,1,1,0,1,0,1,1
"ENSG00000253114",0,0,0,1,0,0,0,0
"ENSG00000253115",0,0,0,0,1,0,0,0
"ENSG00000253116",0,0,0,0,0,1,0,0
"ENSG00000253121",0,0,0,1,0,0,0,0
"ENSG00000253123",0,0,0,0,0,1,0,0
"ENSG00000253125",0,0,0,0,1,0,0,0
"ENSG00000253130",0,1,0,0,1,0,0,0
"ENSG00000253133",0,0,1,0,1,1,0,1
"ENSG00000253139",2,6,6,12,8,44,6,46
"ENSG00000253141",0,4,0,2,1,7,1,4
"ENSG00000253146",0,0,0,0,1,0,0,0
"ENSG00000253148",0,0,0,0,0,1,0,0
"ENSG00000253159",1053,799,1045,503,187,195,1317,1375
"ENSG00000253161",9,0,26,8,8,11,24,15
"ENSG00000253163",0,0,0,0,0,0,0,2
"ENSG00000253166",3,3,2,2,2,1,1,1
"ENSG00000253167",2,1,2,1,3,3,3,3
"ENSG00000253172",0,0,0,1,0,0,1,1
"ENSG00000253174",2,0,0,1,0,0,0,0
"ENSG00000253175",0,0,1,0,2,0,1,1
"ENSG00000253180",1,1,4,5,7,5,3,9
"ENSG00000253183",1,0,1,1,1,0,0,0
"ENSG00000253184",1,0,0,0,0,0,0,0
"ENSG00000253190",2,0,0,1,1,2,0,0
"ENSG00000253193",4,2,2,0,2,5,2,1
"ENSG00000253196",0,0,1,0,0,0,0,0
"ENSG00000253197",0,2,0,1,0,0,0,0
"ENSG00000253200",18,25,43,15,24,40,28,42
"ENSG00000253203",129,82,185,50,178,176,104,70
"ENSG00000253204",5,4,3,1,3,5,4,5
"ENSG00000253208",0,0,1,0,0,0,0,0
"ENSG00000253210",12,3,17,2,18,16,13,9
"ENSG00000253213",1,3,0,0,1,1,0,2
"ENSG00000253214",1,0,1,1,0,2,0,0
"ENSG00000253217",0,1,0,0,0,1,0,0
"ENSG00000253218",0,0,0,0,0,1,0,0
"ENSG00000253223",0,1,0,0,1,2,4,2
"ENSG00000253224",0,0,0,0,0,0,0,1
"ENSG00000253227",1,0,0,0,10,4,2,1
"ENSG00000253228",2,0,0,1,1,3,1,0
"ENSG00000253245",0,0,0,3,0,0,0,0
"ENSG00000253250",46,53,57,26,69,59,51,46
"ENSG00000253251",25,18,21,10,10,20,19,18
"ENSG00000253259",2,0,0,0,0,0,0,0
"ENSG00000253263",1,2,1,0,0,2,1,5
"ENSG00000253266",0,0,0,0,1,0,0,0
"ENSG00000253276",390,641,570,893,482,942,462,1331
"ENSG00000253281",0,0,0,0,0,1,0,0
"ENSG00000253283",0,0,0,0,1,0,1,0
"ENSG00000253284",1,2,2,0,5,3,0,1
"ENSG00000253286",1,0,0,0,0,0,0,0
"ENSG00000253287",1,0,0,0,0,0,0,0
"ENSG00000253291",2,0,3,2,0,1,1,1
"ENSG00000253293",0,0,2,1,0,2,1,0
"ENSG00000253295",0,0,0,0,1,0,0,0
"ENSG00000253298",0,0,0,0,0,0,1,0
"ENSG00000253301",0,0,0,0,0,0,1,0
"ENSG00000253302",16,4,15,5,12,4,9,4
"ENSG00000253304",359,521,348,420,204,352,363,640
"ENSG00000253305",159,108,137,75,129,145,130,133
"ENSG00000253307",5,0,8,2,0,5,0,0
"ENSG00000253309",20,25,27,20,25,30,21,16
"ENSG00000253311",0,0,2,1,0,1,1,0
"ENSG00000253317",1,3,1,3,2,3,1,1
"ENSG00000253320",17,14,42,9,42,43,29,24
"ENSG00000253326",15,19,64,23,41,36,30,18
"ENSG00000253327",10,7,4,3,10,10,10,6
"ENSG00000253328",0,1,0,0,2,0,1,2
"ENSG00000253330",1,1,2,0,5,12,3,1
"ENSG00000253332",0,0,0,0,0,1,0,0
"ENSG00000253333",13,9,24,5,36,31,13,9
"ENSG00000253334",0,0,1,1,0,1,1,0
"ENSG00000253336",0,3,0,0,1,0,0,0
"ENSG00000253341",180,156,175,153,189,233,166,160
"ENSG00000253347",1,1,2,2,1,0,2,4
"ENSG00000253350",0,0,1,0,0,0,0,0
"ENSG00000253352",3079,2259,4083,2188,4758,5349,3263,3241
"ENSG00000253366",123,68,171,48,189,165,108,88
"ENSG00000253368",309,1206,458,1172,456,1969,569,2006
"ENSG00000253372",2,3,1,0,1,0,2,0
"ENSG00000253374",0,1,0,0,0,0,0,0
"ENSG00000253376",0,0,1,1,0,0,0,0
"ENSG00000253379",5,3,5,2,3,1,2,2
"ENSG00000253384",9,4,16,5,5,8,5,8
"ENSG00000253385",0,0,0,0,3,0,0,0
"ENSG00000253389",0,0,0,0,1,0,0,0
"ENSG00000253390",2,1,2,1,2,2,5,5
"ENSG00000253392",2,3,0,3,2,1,0,2
"ENSG00000253394",0,0,0,0,1,0,0,0
"ENSG00000253395",0,0,0,0,0,0,1,0
"ENSG00000253398",1,0,0,0,1,1,0,0
"ENSG00000253399",4,1,0,0,0,1,0,0
"ENSG00000253404",1,0,3,2,0,0,0,1
"ENSG00000253406",1,1,2,0,8,5,0,0
"ENSG00000253408",1,0,4,1,1,0,0,1
"ENSG00000253414",8,7,9,9,6,9,2,9
"ENSG00000253425",0,1,0,0,0,0,1,0
"ENSG00000253426",2,0,1,1,2,0,0,1
"ENSG00000253430",1,1,0,0,1,1,0,0
"ENSG00000253431",0,0,0,0,2,0,0,0
"ENSG00000253433",1,0,0,0,0,0,0,0
"ENSG00000253438",0,0,0,0,0,1,0,0
"ENSG00000253439",4,10,5,8,4,8,4,7
"ENSG00000253445",1,0,0,0,0,0,0,0
"ENSG00000253455",1,0,1,0,0,0,1,1
"ENSG00000253457",1,1,0,0,0,0,0,1
"ENSG00000253459",1,0,3,1,2,4,6,2
"ENSG00000253463",1,0,0,0,1,0,1,0
"ENSG00000253468",0,0,0,0,1,0,0,0
"ENSG00000253475",0,0,0,0,0,1,0,0
"ENSG00000253476",20,37,28,31,37,46,18,40
"ENSG00000253477",0,0,0,0,0,1,0,0
"ENSG00000253479",0,1,0,0,0,1,0,0
"ENSG00000253483",1,1,1,0,2,4,5,4
"ENSG00000253484",0,0,1,0,0,0,0,0
"ENSG00000253485",76,78,141,71,71,59,115,165
"ENSG00000253489",1,0,0,0,0,0,0,0
"ENSG00000253490",1,0,0,0,0,0,0,0
"ENSG00000253492",19,10,38,16,45,39,22,17
"ENSG00000253496",13,4,12,0,18,12,8,7
"ENSG00000253500",0,0,0,0,0,0,0,1
"ENSG00000253506",0,0,0,0,0,1,1,0
"ENSG00000253507",4,1,3,0,3,0,3,0
"ENSG00000253509",0,0,1,0,1,0,1,0
"ENSG00000253516",0,0,1,0,0,0,3,0
"ENSG00000253517",0,0,0,0,0,1,0,0
"ENSG00000253520",9,10,11,4,7,7,1,6
"ENSG00000253521",0,1,0,0,0,0,0,0
"ENSG00000253522",1,0,0,0,1,2,1,0
"ENSG00000253525",0,0,0,0,0,0,2,0
"ENSG00000253526",0,0,0,1,0,0,0,0
"ENSG00000253528",0,0,3,3,0,1,1,0
"ENSG00000253532",0,0,0,0,1,2,0,0
"ENSG00000253535",0,0,0,0,0,1,0,0
"ENSG00000253537",275,223,298,167,113,139,305,302
"ENSG00000253540",71,26,96,18,34,34,84,37
"ENSG00000253541",28,31,25,25,42,72,38,38
"ENSG00000253549",0,0,0,0,1,0,0,0
"ENSG00000253550",0,1,0,0,0,0,0,0
"ENSG00000253552",133,119,155,98,96,103,87,109
"ENSG00000253553",0,1,4,0,1,0,0,1
"ENSG00000253555",2,2,2,2,0,3,1,0
"ENSG00000253557",1,0,6,0,3,1,1,0
"ENSG00000253558",2,0,0,0,0,0,0,0
"ENSG00000253559",8,5,3,7,5,20,8,16
"ENSG00000253570",45,38,22,8,39,20,26,19
"ENSG00000253576",0,4,3,2,6,5,2,1
"ENSG00000253582",2,0,0,0,4,0,1,0
"ENSG00000253585",0,0,1,2,1,1,0,0
"ENSG00000253593",0,0,0,0,2,0,0,0
"ENSG00000253598",2,1,6,6,4,2,11,4
"ENSG00000253603",2,0,2,0,0,0,0,0
"ENSG00000253605",1,3,0,2,2,0,1,1
"ENSG00000253606",2,1,1,0,4,1,2,1
"ENSG00000253607",2,0,0,0,0,1,1,0
"ENSG00000253608",5,2,6,2,16,2,6,5
"ENSG00000253613",0,0,0,0,0,0,1,0
"ENSG00000253614",0,0,1,0,0,0,0,0
"ENSG00000253616",2,0,1,1,3,0,3,1
"ENSG00000253618",1,0,0,1,0,0,0,0
"ENSG00000253619",0,0,1,0,0,0,0,0
"ENSG00000253620",11,7,11,3,7,2,12,2
"ENSG00000253621",0,0,0,0,0,1,0,2
"ENSG00000253626",196,226,346,229,253,312,225,222
"ENSG00000253628",0,0,0,0,0,1,0,0
"ENSG00000253630",0,0,0,1,2,0,1,1
"ENSG00000253632",2,0,0,0,0,0,0,0
"ENSG00000253633",4,3,5,1,3,3,5,1
"ENSG00000253636",8,4,10,3,9,16,6,5
"ENSG00000253639",0,0,0,0,0,1,0,0
"ENSG00000253641",3,0,1,0,1,5,3,2
"ENSG00000253649",0,3,1,0,2,3,0,0
"ENSG00000253650",0,0,0,0,1,0,0,0
"ENSG00000253652",0,0,0,0,0,1,0,0
"ENSG00000253653",1,0,0,0,0,0,0,0
"ENSG00000253661",6,2,7,6,6,8,14,8
"ENSG00000253667",0,5,5,3,6,2,5,4
"ENSG00000253668",0,0,0,0,0,1,0,0
"ENSG00000253669",9,2,11,4,20,19,14,4
"ENSG00000253671",3,2,2,2,2,2,1,3
"ENSG00000253676",34,33,41,8,51,50,44,18
"ENSG00000253677",0,0,0,0,0,0,1,0
"ENSG00000253678",0,0,1,0,1,1,0,0
"ENSG00000253680",9,1,0,3,0,0,1,1
"ENSG00000253681",0,0,1,0,0,0,0,0
"ENSG00000253682",1,0,0,0,0,1,0,0
"ENSG00000253683",171,193,186,107,179,271,130,155
"ENSG00000253688",6,1,2,4,3,3,3,2
"ENSG00000253696",0,1,0,0,0,0,0,1
"ENSG00000253697",3,0,1,0,0,0,1,0
"ENSG00000253702",1,3,0,1,1,0,1,0
"ENSG00000253704",2,2,8,2,7,3,2,3
"ENSG00000253708",0,3,1,0,1,1,0,0
"ENSG00000253710",149,112,162,91,183,273,93,124
"ENSG00000253712",1,1,0,0,0,0,0,0
"ENSG00000253716",34,33,33,27,34,52,28,38
"ENSG00000253719",1429,1107,1581,946,1393,1759,1166,1247
"ENSG00000253720",1,0,0,0,0,0,0,0
"ENSG00000253721",3,3,0,0,3,1,5,1
"ENSG00000253726",0,0,0,0,0,0,0,1
"ENSG00000253729",6784,4866,6170,3123,6718,9560,4978,4978
"ENSG00000253730",0,0,1,0,0,0,0,1
"ENSG00000253731",113,105,148,63,174,186,107,104
"ENSG00000253734",0,0,0,0,0,0,0,1
"ENSG00000253736",0,0,1,1,1,0,2,3
"ENSG00000253738",365,306,455,260,477,446,361,292
"ENSG00000253739",0,0,1,1,3,4,0,1
"ENSG00000253741",8,6,11,2,24,8,19,6
"ENSG00000253745",0,0,1,0,0,0,0,0
"ENSG00000253746",0,2,1,2,1,1,4,0
"ENSG00000253754",1,0,1,0,1,2,0,0
"ENSG00000253764",2,6,0,0,0,1,0,1
"ENSG00000253767",11,16,33,23,14,17,32,23
"ENSG00000253768",0,1,2,2,1,2,0,2
"ENSG00000253771",9,6,13,1,9,3,13,8
"ENSG00000253773",0,1,0,0,2,2,1,2
"ENSG00000253781",0,0,2,0,0,0,0,0
"ENSG00000253785",53,34,46,16,65,56,28,20
"ENSG00000253795",0,1,0,0,0,0,0,0
"ENSG00000253796",0,0,0,0,1,1,0,0
"ENSG00000253797",572,497,738,427,778,957,528,534
"ENSG00000253798",0,0,0,0,1,0,0,0
"ENSG00000253799",0,1,0,0,0,0,0,0
"ENSG00000253810",0,0,0,0,1,0,1,0
"ENSG00000253811",0,1,0,0,0,1,0,0
"ENSG00000253816",80,46,137,29,111,121,87,54
"ENSG00000253819",3,2,7,6,3,1,3,2
"ENSG00000253825",1,0,0,0,0,0,1,1
"ENSG00000253829",5,6,7,4,3,3,3,3
"ENSG00000253831",9,2,6,5,9,9,6,2
"ENSG00000253832",0,0,0,1,0,2,0,0
"ENSG00000253833",55,67,72,100,46,164,51,122
"ENSG00000253837",13,5,19,4,21,28,12,7
"ENSG00000253844",0,0,1,0,2,0,0,1
"ENSG00000253846",613,457,474,254,664,599,545,549
"ENSG00000253848",0,1,3,1,0,0,3,0
"ENSG00000253853",4,3,11,3,6,1,3,4
"ENSG00000253854",18,11,34,14,26,34,19,26
"ENSG00000253864",8,13,10,2,13,32,5,6
"ENSG00000253865",0,0,0,0,0,0,0,1
"ENSG00000253869",17,33,53,33,73,67,30,60
"ENSG00000253871",0,0,0,0,1,0,0,0
"ENSG00000253873",296,240,380,227,433,482,505,539
"ENSG00000253875",0,0,0,1,1,1,5,1
"ENSG00000253878",23,18,40,5,17,20,21,15
"ENSG00000253880",0,0,0,0,0,0,1,0
"ENSG00000253882",160,185,161,90,142,436,126,152
"ENSG00000253886",1,0,0,0,0,0,0,0
"ENSG00000253891",0,0,0,0,0,1,0,1
"ENSG00000253892",0,0,1,0,0,0,0,0
"ENSG00000253893",12,13,26,12,16,30,11,11
"ENSG00000253896",4,1,0,1,1,0,3,2
"ENSG00000253899",51,58,25,31,34,60,44,54
"ENSG00000253900",12,7,22,13,30,34,16,13
"ENSG00000253908",1,2,1,0,2,3,5,1
"ENSG00000253910",293,248,413,298,99,97,173,195
"ENSG00000253911",0,0,1,0,0,0,0,0
"ENSG00000253915",0,0,0,0,0,0,0,1
"ENSG00000253919",124,109,134,64,125,147,117,115
"ENSG00000253921",5,6,3,9,6,6,2,8
"ENSG00000253923",0,0,0,0,1,0,0,0
"ENSG00000253927",0,0,0,0,0,1,0,0
"ENSG00000253930",1,2,2,0,2,4,4,4
"ENSG00000253931",0,0,2,0,1,0,0,1
"ENSG00000253932",0,1,1,0,0,0,0,0
"ENSG00000253934",3,1,1,0,4,1,2,0
"ENSG00000253943",0,0,1,0,1,0,0,1
"ENSG00000253944",1,1,1,1,1,0,0,1
"ENSG00000253948",14,16,21,17,17,24,19,15
"ENSG00000253949",0,0,1,0,0,0,0,0
"ENSG00000253952",1,0,1,0,0,1,0,1
"ENSG00000253953",475,303,777,430,279,323,689,684
"ENSG00000253954",69,51,45,24,18,27,16,9
"ENSG00000253955",2,7,6,2,3,6,6,5
"ENSG00000253958",50,58,61,35,44,36,60,60
"ENSG00000253961",0,0,0,0,0,0,1,0
"ENSG00000253965",0,1,0,0,1,0,0,2
"ENSG00000253966",0,0,0,0,0,0,0,1
"ENSG00000253967",13,6,9,5,0,0,0,0
"ENSG00000253968",1,2,1,4,1,2,1,3
"ENSG00000253971",1,0,1,1,1,2,0,0
"ENSG00000253973",1,1,0,0,1,1,0,0
"ENSG00000253978",1,1,0,0,0,0,0,0
"ENSG00000253981",1,5,5,7,7,6,10,6
"ENSG00000253982",266,178,227,101,295,268,259,191
"ENSG00000253983",0,0,0,1,1,0,0,0
"ENSG00000253986",3,4,2,1,1,2,1,0
"ENSG00000253992",0,0,0,0,1,0,0,0
"ENSG00000254002",0,0,1,1,1,6,5,3
"ENSG00000254003",0,1,0,0,2,0,0,0
"ENSG00000254004",374,267,547,216,629,499,456,346
"ENSG00000254008",1,0,0,0,0,0,0,0
"ENSG00000254012",11,12,3,2,3,7,5,5
"ENSG00000254013",5,4,1,3,6,2,2,1
"ENSG00000254016",9,3,16,4,8,12,7,6
"ENSG00000254017",1,0,0,1,0,3,1,2
"ENSG00000254018",0,0,0,0,1,0,2,0
"ENSG00000254023",1,0,2,1,3,2,1,1
"ENSG00000254025",0,1,0,0,0,0,0,0
"ENSG00000254027",0,0,1,0,0,0,1,0
"ENSG00000254028",0,1,1,0,1,0,0,0
"ENSG00000254031",1,0,0,0,1,2,3,0
"ENSG00000254034",0,0,0,0,0,0,0,1
"ENSG00000254035",4,3,3,0,4,4,4,1
"ENSG00000254037",2,2,0,1,1,1,1,1
"ENSG00000254038",1,0,4,1,2,1,0,0
"ENSG00000254041",0,2,0,0,6,5,2,1
"ENSG00000254042",5,3,7,2,2,2,1,1
"ENSG00000254054",0,0,0,0,0,0,0,1
"ENSG00000254057",0,1,0,0,1,1,1,1
"ENSG00000254060",0,0,0,0,0,1,0,0
"ENSG00000254064",13,20,12,14,16,25,13,15
"ENSG00000254065",0,0,1,0,0,1,0,0
"ENSG00000254087",119,101,151,110,84,290,82,143
"ENSG00000254088",0,0,0,0,0,0,1,0
"ENSG00000254093",49,39,48,35,35,79,37,41
"ENSG00000254094",1,1,0,1,0,0,4,0
"ENSG00000254099",0,1,1,2,2,2,0,2
"ENSG00000254101",1,0,2,1,0,0,1,0
"ENSG00000254104",0,0,2,0,0,0,0,0
"ENSG00000254109",27,45,48,33,45,114,21,73
"ENSG00000254114",1,0,0,0,0,0,0,0
"ENSG00000254115",0,0,0,0,0,0,1,0
"ENSG00000254122",830,657,849,436,2214,2039,793,907
"ENSG00000254129",0,0,1,0,0,0,0,1
"ENSG00000254131",0,0,0,0,1,0,2,0
"ENSG00000254132",3,0,0,3,1,0,0,2
"ENSG00000254133",0,2,2,1,3,7,3,2
"ENSG00000254138",2,2,1,0,2,0,3,2
"ENSG00000254139",2,2,8,0,8,3,5,1
"ENSG00000254142",0,0,1,0,0,0,0,0
"ENSG00000254143",1,0,0,1,0,0,0,0
"ENSG00000254152",1,0,0,0,0,0,0,1
"ENSG00000254153",0,1,0,1,0,0,0,0
"ENSG00000254154",14,4,15,4,6,4,7,5
"ENSG00000254162",2,2,4,5,4,3,2,2
"ENSG00000254164",0,0,0,1,1,1,0,0
"ENSG00000254165",7,7,5,3,7,11,4,3
"ENSG00000254170",0,1,0,0,1,0,1,0
"ENSG00000254180",0,0,2,0,1,1,2,1
"ENSG00000254183",0,0,0,0,0,1,0,0
"ENSG00000254184",66,55,104,51,92,113,73,79
"ENSG00000254185",8,11,10,8,11,20,11,12
"ENSG00000254190",0,0,0,0,0,0,0,1
"ENSG00000254192",11,7,7,6,10,9,5,9
"ENSG00000254198",18,16,10,18,25,14,22,14
"ENSG00000254204",1,0,0,0,0,1,0,0
"ENSG00000254206",161,183,211,140,281,282,138,161
"ENSG00000254207",0,2,0,0,7,2,3,1
"ENSG00000254208",0,1,0,1,0,1,0,0
"ENSG00000254213",2,1,0,0,1,0,3,2
"ENSG00000254219",0,0,1,0,0,0,1,0
"ENSG00000254221",108,76,138,67,214,244,92,94
"ENSG00000254224",0,0,0,0,2,0,2,0
"ENSG00000254226",2,2,1,1,0,3,0,6
"ENSG00000254229",0,0,1,1,2,1,0,6
"ENSG00000254231",1,2,1,1,2,3,0,1
"ENSG00000254233",1,0,0,0,0,0,0,0
"ENSG00000254236",0,0,0,0,2,0,0,0
"ENSG00000254242",0,0,0,0,1,1,0,0
